City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,kyren,51.6828,102.1408,41.81,82,96,2.33,RU,2025-04-12
275,shaowu,27.3409,117.4831,47.77,66,34,3.62,CN,2025-04-12
276,northam,51.0333,-4.2167,47.01,94,63,7.45,GB,2025-04-12
277,mocimboa,-11.3167,40.35,75.9,91,90,6.62,MZ,2025-04-12
278,pestretsy,55.7531,49.6545,33.94,72,24,11.07,RU,2025-04-12
279,macapa,0.0389,-51.0664,85.98,74,40,9.22,BR,2025-04-12
280,port blair,11.6667,92.75,78.84,94,40,2.3,IN,2025-04-12
281,hithadhoo,-0.6,73.0833,83.3,74,100,4.34,MV,2025-04-12
282,korla,41.7597,86.1469,61.38,14,100,8.34,CN,2025-04-12
283,susuman,62.7833,148.1667,26.85,90,100,3.87,RU,2025-04-13
284,san luis de la loma,17.2706,-100.8939,87.12,41,0,8.63,MX,2025-04-12
285,mount isa,-20.7333,139.5,73.17,60,0,5.75,AU,2025-04-13
286,motueka,-41.1333,173.0167,54.1,86,9,4.54,NZ,2025-04-13
287,lucheng,31.2336,117.2806,45.18,43,3,8.63,CN,2025-04-12
288,prien am chiemsee,47.8667,12.3333,55.53,66,49,3.22,DE,2025-04-12
289,barcelos,41.5388,-8.6151,56.86,95,100,4.63,PT,2025-04-12
290,nuevo ideal,24.8875,-105.0728,80.19,7,0,7.94,MX,2025-04-12
291,malanje,-9.5402,16.341,67.12,95,82,2.26,AO,2025-04-12
292,yanbu,24.0891,38.0637,71.64,49,0,13.8,SA,2025-04-12
293,onega,63.9061,38.1404,22.77,94,100,8.08,RU,2025-04-12
294,pokachi,61.7198,75.3683,25.18,98,85,5.03,RU,2025-04-12
295,prince rupert,54.3161,-130.3201,46.49,62,100,25.32,CA,2025-04-12
296,weno,7.4515,151.8468,82.35,89,75,6.91,FM,2025-04-13
297,high river,50.5834,-113.8687,49.3,40,100,7.2,CA,2025-04-12
298,bentiu,9.2333,29.8333,87.44,34,100,3.2,SS,2025-04-12
299,sikonge,-5.6333,32.7667,65.07,93,100,3.74,TZ,2025-04-12
300,mumbwa,-14.9783,27.0619,65.61,87,100,6.69,ZM,2025-04-12
301,hastings,50.8552,0.5729,57.99,85,100,7.05,GB,2025-04-12
302,playas,-2.6333,-80.3833,79.9,80,65,7.45,EC,2025-04-12
303,qaqortoq,60.7167,-46.0333,26.83,71,99,2.13,GL,2025-04-12
304,nema,57.5067,50.5011,31.86,88,23,11.03,RU,2025-04-12
305,hadibu,12.65,54.0333,82.47,74,53,6.98,YE,2025-04-12
306,alotau,-10.3069,150.4462,76.15,94,83,3.94,PG,2025-04-13
307,kilindoni,-7.9139,39.6668,82.49,78,21,13.2,TZ,2025-04-12
308,saint-philippe,-21.3585,55.7679,79.81,85,75,11.3,RE,2025-04-12
309,mpika,-11.8343,31.4529,61.99,98,58,7.09,ZM,2025-04-12
310,el calafate,-50.3408,-72.2768,43.83,85,100,10.33,AR,2025-04-12
311,kone,-21.0595,164.8658,76.12,93,98,3.29,NC,2025-04-13
312,dzuunharaa,48.8523,106.4579,35.28,68,100,0.92,MN,2025-04-13
313,caraballeda,10.6112,-66.8522,97.38,46,39,12.66,VE,2025-04-12
314,outjo,-20.1167,16.15,71.33,35,0,8.21,NA,2025-04-12
315,portland,45.5234,-122.6762,54.66,66,100,5.01,US,2025-04-12
316,saacow,1.6279,42.4407,81.43,75,100,12.53,SO,2025-04-12
317,bodaybo,57.8506,114.1933,26.8,96,100,3.67,RU,2025-04-13
318,taksimo,56.3444,114.8794,20.12,90,100,1.5,RU,2025-04-13
319,taroudant,30.4703,-8.877,63.21,73,71,12.48,MA,2025-04-12
320,pemangkat,1.1667,108.9667,79.47,86,100,4.14,ID,2025-04-12
321,bogota,4.6097,-74.0817,67.51,60,75,11.5,CO,2025-04-12
322,tazacorte,28.629,-17.9293,67.17,75,20,4.61,ES,2025-04-12
323,viedma,-40.8135,-62.9967,60.46,50,100,9.22,AR,2025-04-12
324,karuzi,-3.125,30.1333,58.1,95,100,0.27,BI,2025-04-12
325,nchelenge,-9.3451,28.734,70.54,82,67,5.64,ZM,2025-04-12
326,wewak,-3.5534,143.6268,78.55,85,96,4.29,PG,2025-04-13
327,bamboo flat,11.7,92.7167,78.89,94,40,2.3,IN,2025-04-12
328,enriquillo,17.9,-71.2333,82.98,67,73,8.25,DO,2025-04-12
329,constitucion,-35.3333,-72.4167,64.69,48,11,16.75,CL,2025-04-12
330,port shepstone,-30.7414,30.455,72.21,87,47,11.83,ZA,2025-04-12
331,nanao,37.05,136.9667,51.82,88,100,2.28,JP,2025-04-13
332,puerto baquerizo moreno,-0.9,-89.6,83.39,84,75,5.75,EC,2025-04-12
333,maddagiri,13.6606,77.2092,77.05,54,100,6.93,IN,2025-04-12
334,junagadh,21.5167,70.4667,78.42,80,2,6.29,IN,2025-04-12
335,uliastay,47.7417,96.8444,34.16,40,83,5.39,MN,2025-04-12
336,yanam,16.7333,82.2167,79.7,63,33,3.62,IN,2025-04-12
337,parauna,-16.9478,-50.4486,84.88,49,96,7.23,BR,2025-04-12
338,kavaratti,10.5669,72.642,83.35,71,35,8.63,IN,2025-04-12
339,benghazi,32.1167,20.0667,58.5,59,0,10.02,LY,2025-04-12
340,revda,56.801,59.9303,34.05,80,22,10.6,RU,2025-04-12
341,machico,32.7,-16.7667,65.03,79,40,9.22,PT,2025-04-12
342,kavieng,-2.5744,150.7967,81.63,79,58,5.61,PG,2025-04-13
343,shenjiamen,29.9576,122.298,50.4,48,16,19.69,CN,2025-04-13
344,port macquarie,-31.4333,152.9167,64.08,99,31,1.99,AU,2025-04-13
345,paracuru,-3.41,-39.0306,80.8,81,94,6.22,BR,2025-04-12
346,inhambane,-23.865,35.3833,72.63,83,0,5.01,MZ,2025-04-12
347,salinopolis,-0.6136,-47.3561,80.47,85,58,11.16,BR,2025-04-12
348,remire-montjoly,4.9167,-52.2667,86.04,70,0,14.97,GF,2025-04-12
349,juneau,58.3019,-134.4197,44.42,100,98,6.35,US,2025-04-12
350,catio,11.2833,-15.25,77.92,70,7,11.05,GW,2025-04-12
351,ryzdvyanyy,45.2656,41.8389,32.7,92,94,3.78,RU,2025-04-12
352,hofors,60.5457,16.2867,44.46,54,1,3.85,SE,2025-04-12
353,tonj,7.2737,28.6822,80.22,59,100,7.76,SS,2025-04-12
354,opuwo,-18.0607,13.84,74.37,38,0,5.95,NA,2025-04-12
355,mbanza-ngungu,-5.25,14.8667,71.73,83,100,1.43,CD,2025-04-12
356,arkhangel'sk,64.5401,40.5433,24.91,42,20,4.47,RU,2025-04-12
357,al fuwayliq,26.4432,43.2534,68.59,26,0,13.6,SA,2025-04-12
358,basmat,19.3167,77.1667,86.0,22,18,8.88,IN,2025-04-12
359,thap khlo,16.16,100.5966,88.86,91,99,5.03,TH,2025-04-12
360,aykhal,66.0,111.5,19.22,96,100,5.19,RU,2025-04-13
361,faya-largeau,17.9257,19.1043,77.07,7,0,15.73,TD,2025-04-12
362,paramonga,-10.6667,-77.8333,74.01,72,83,9.62,PE,2025-04-12
363,andergrove,-21.0833,149.1833,75.67,81,6,20.27,AU,2025-04-13
364,piracuruca,-3.9281,-41.7092,80.02,90,86,5.23,BR,2025-04-12
365,boa vista,2.8197,-60.6733,89.58,55,40,10.36,BR,2025-04-12
366,holualoa,19.6228,-155.9522,75.83,73,82,1.99,US,2025-04-12
367,taulaga,-11.0553,-171.0883,83.25,74,88,15.99,AS,2025-04-12
368,yozgat,39.5833,35.3333,34.21,68,88,8.14,TR,2025-04-12
369,smithers,54.7804,-127.1743,43.12,45,40,4.61,CA,2025-04-12
370,musaffah,24.3458,54.5024,89.69,23,0,11.5,AE,2025-04-12
371,ostrovskoye,57.8057,42.2433,28.0,96,100,4.97,RU,2025-04-12
372,zhezqazghan,47.7833,67.7667,59.04,71,100,15.26,KZ,2025-04-12
373,nili,33.7218,66.1302,61.41,24,76,2.26,AF,2025-04-12
374,byron bay,-28.65,153.6167,66.79,87,63,9.46,AU,2025-04-13
375,luderitz,-26.6481,15.1594,64.33,74,0,10.04,NA,2025-04-12
376,istaravshan,39.9142,69.0033,66.43,27,98,6.26,TJ,2025-04-12
377,pangody,65.85,74.4859,10.33,96,27,5.95,RU,2025-04-12
378,makushino,55.2103,67.2442,35.89,77,73,5.99,RU,2025-04-12
379,gaspe,48.8334,-64.4819,41.22,48,100,11.5,CA,2025-04-12
380,dudinka,69.4058,86.1778,1.76,100,93,4.94,RU,2025-04-12
381,sao joao da barra,-21.6403,-41.0511,77.09,73,8,11.7,BR,2025-04-12
382,sola,-13.8833,167.55,83.62,75,100,13.82,VU,2025-04-13
383,antsiranana,-12.2787,49.2917,79.66,84,79,16.49,MG,2025-04-12
384,kununurra,-15.7667,128.7333,84.18,70,100,3.44,AU,2025-04-13
385,chibougamau,49.9168,-74.3659,47.82,18,0,0.0,CA,2025-04-12
386,baki,-7.6128,110.7839,81.57,80,99,1.14,ID,2025-04-12
387,sept-iles,50.2001,-66.3821,39.2,39,20,8.05,CA,2025-04-12
388,sena madureira,-9.0656,-68.6569,83.62,86,61,3.36,BR,2025-04-12
389,cheremukhovo,60.3484,59.9851,33.6,88,100,8.95,RU,2025-04-12
390,tual,-5.6667,132.75,83.05,71,100,5.48,ID,2025-04-13
391,khovd,48.0056,91.6419,45.82,32,49,1.99,MN,2025-04-12
392,niquero,20.0431,-77.5828,84.0,58,96,10.42,CU,2025-04-12
393,katsuura,35.1333,140.3,55.11,82,100,5.06,JP,2025-04-13
394,nantucket,41.2835,-70.0995,41.14,98,100,26.44,US,2025-04-12
395,bulnes,-36.7423,-72.2985,66.96,28,94,12.01,CL,2025-04-12
396,obo,5.3998,26.4869,71.15,92,88,4.23,CF,2025-04-12
397,zabaykal'sk,49.6333,117.3167,25.11,38,9,9.28,RU,2025-04-13
398,bojnurd,37.4747,57.329,64.35,52,75,4.61,IR,2025-04-12
399,callao,-12.0667,-77.15,75.49,64,0,8.05,PE,2025-04-12
400,sao luis de montes belos,-16.525,-50.3722,82.89,57,100,5.75,BR,2025-04-12
401,myitkyina,25.3833,97.4,74.77,66,88,2.75,MM,2025-04-12
402,kimbe,-5.5502,150.1429,75.94,91,100,2.91,PG,2025-04-13
403,turgenevo,54.8455,46.3297,36.21,80,100,6.89,RU,2025-04-12
404,mahikeng,-25.8652,25.6442,68.36,45,67,1.7,ZA,2025-04-12
405,kourou,5.1552,-52.6478,82.22,72,99,7.67,GF,2025-04-12
406,leninskoye,41.7589,69.3864,62.11,51,78,5.35,KZ,2025-04-12
407,lamar,33.6668,-95.5836,76.91,41,0,12.66,US,2025-04-12
408,mata-utu,-13.2816,-176.1745,83.53,77,100,22.48,WF,2025-04-13
409,walvis bay,-22.9575,14.5053,65.77,68,0,11.61,NA,2025-04-12
410,margate,51.3813,1.3862,58.69,76,100,10.58,GB,2025-04-12
411,pindushi,62.9152,34.58,23.38,99,93,1.43,RU,2025-04-12
412,guerrero negro,27.9769,-114.0611,71.19,53,6,16.26,MX,2025-04-12
413,zaysan,47.4667,84.8667,56.91,22,0,5.64,KZ,2025-04-12
414,plastun,44.7561,136.2939,41.2,88,100,9.19,RU,2025-04-13
415,pochinok,54.4068,32.4407,33.24,83,100,10.42,RU,2025-04-12
416,chadron,42.8294,-102.9999,72.97,28,99,5.99,US,2025-04-12
417,moose jaw,50.4001,-105.5344,61.05,18,100,6.91,CA,2025-04-12
418,tolanaro,-25.0319,46.9987,77.09,90,53,10.42,MG,2025-04-12
419,formosa do rio preto,-11.0483,-45.1931,79.21,79,52,5.35,BR,2025-04-12
420,gebeit,21.0667,36.3167,64.49,43,0,5.3,SD,2025-04-12
421,amahai,-3.3333,128.9167,80.73,88,100,4.7,ID,2025-04-13
422,baruun-urt,46.6806,113.2792,27.28,43,59,13.29,MN,2025-04-13
423,suyo,16.9762,120.5254,76.28,81,100,3.22,PH,2025-04-13
424,yomju-up,39.8933,124.5981,37.71,90,100,2.06,KP,2025-04-13
425,along,28.1667,94.7667,59.58,92,1,1.05,IN,2025-04-12
426,qulsary,46.9531,54.0198,49.14,56,100,9.42,KZ,2025-04-12
427,choibalsan,48.0667,114.5,24.03,66,59,12.06,MN,2025-04-13
428,lingcheng,22.7072,110.3492,65.21,41,100,6.93,CN,2025-04-13
429,elista,46.3078,44.2558,43.32,87,100,4.47,RU,2025-04-12
430,mahina,-17.5065,-149.489,85.77,70,75,4.61,PF,2025-04-12
431,arraial do cabo,-22.9661,-42.0278,80.56,73,20,13.8,BR,2025-04-12
432,dej,47.15,23.8667,45.32,76,80,2.3,RO,2025-04-12
433,bathsheba,13.2167,-59.5167,81.21,83,75,13.8,BB,2025-04-12
434,yulinshi,38.2906,109.7494,42.6,27,100,18.52,CN,2025-04-13
435,tommot,58.9564,126.2925,-4.22,98,41,2.37,RU,2025-04-13
436,rodolfo sanchez taboada,31.7167,-116.5667,65.1,100,63,4.0,MX,2025-04-12
437,tsengel,49.4783,100.8894,39.07,54,58,7.16,MN,2025-04-13
438,san pablo villa de mitla,16.9167,-96.4,79.47,8,0,10.38,MX,2025-04-12
439,plettenberg bay,-34.0527,23.3716,64.49,84,94,5.55,ZA,2025-04-12
440,luckeesarai,25.1833,86.0833,84.34,52,5,8.16,IN,2025-04-12
441,aneho,6.2333,1.6,83.62,76,85,10.04,TG,2025-04-12
442,sisimiut,66.9395,-53.6735,22.41,74,68,1.5,GL,2025-04-12
443,san rafael,-34.6177,-68.3301,67.44,23,0,6.26,AR,2025-04-12
444,mossel bay,-34.1831,22.146,63.01,85,100,2.26,ZA,2025-04-12
445,seydisehir,37.4193,31.8453,39.18,75,100,3.65,TR,2025-04-12
446,tocopilla,-22.092,-70.1979,70.18,74,21,10.45,CL,2025-04-12
447,hirara,24.8,125.2833,62.87,88,100,34.52,JP,2025-04-13
448,nova vicosa,-17.8919,-39.3719,78.91,76,2,10.36,BR,2025-04-12
449,ulladulla,-35.35,150.4667,59.61,90,0,4.34,AU,2025-04-13
450,grand falls-windsor,48.9332,-55.6649,46.08,49,47,6.76,CA,2025-04-12
451,bonthe,7.5264,-12.505,80.56,78,91,7.18,SL,2025-04-12
452,egilsstadir,65.2653,-14.3948,39.11,70,75,18.41,IS,2025-04-12
453,vredendal,-31.6683,18.5012,64.49,82,89,5.53,ZA,2025-04-12
454,ontario,34.0633,-117.6509,80.47,44,75,10.36,US,2025-04-12
455,birao,10.2849,22.7882,82.58,14,100,5.73,CF,2025-04-12
456,zaragoza,41.6561,-0.8773,63.01,75,40,3.44,ES,2025-04-12
457,zhaotong,27.3167,103.7167,40.42,86,95,2.93,CN,2025-04-13
458,alfenas,-21.4292,-45.9472,76.71,60,55,3.4,BR,2025-04-12
459,cidade velha,14.9167,-23.6167,72.07,73,75,17.27,CV,2025-04-12
460,vylkove,45.4021,29.586,43.05,64,8,4.09,UA,2025-04-12
461,dapchi,12.4904,11.4944,82.6,9,42,9.84,NG,2025-04-12
462,timimoun,29.2639,0.231,86.38,26,40,29.93,DZ,2025-04-12
463,beledweyne,4.7358,45.2036,84.56,63,85,13.4,SO,2025-04-12
464,yuzhno-kurilsk,44.0306,145.8556,36.14,98,100,11.52,RU,2025-04-13
465,astara,38.5,48.6667,55.38,79,29,2.1,AZ,2025-04-12
466,al hazm,16.1641,44.7769,79.25,50,17,10.42,YE,2025-04-12
467,st. paul,44.9444,-93.0933,68.59,40,0,17.27,US,2025-04-12
468,mbanza kongo,-6.267,14.2401,71.44,91,100,0.74,AO,2025-04-12
469,boden,65.8252,21.6886,29.75,85,31,3.74,SE,2025-04-12
470,meadow lake,34.8014,-106.5436,85.89,5,0,11.48,US,2025-04-12
471,kailua-kona,19.6406,-155.9956,80.91,70,87,1.99,US,2025-04-12
472,las lomitas,-24.7096,-60.593,68.67,95,100,9.13,AR,2025-04-12
473,ban huai thalaeng,14.9833,102.65,83.97,64,95,3.65,TH,2025-04-12
474,zvolen,48.5744,19.1532,48.31,74,89,3.58,SK,2025-04-12
475,hopelchen,19.7667,-89.85,90.55,18,0,5.01,MX,2025-04-12
476,hampton bays,40.869,-72.5176,41.86,93,100,20.0,US,2025-04-12
477,talara,-4.5772,-81.2719,84.96,51,0,12.66,PE,2025-04-12
478,puerto santa,-8.9906,-78.6456,72.54,76,79,10.0,PE,2025-04-12
479,ciudad melchor muzquiz,27.8833,-101.5167,93.0,13,0,13.24,MX,2025-04-12
480,sudak,44.85,34.9667,36.34,80,98,10.6,UA,2025-04-12
481,sumbawa besar,-8.5,117.4333,72.09,97,100,4.23,ID,2025-04-13
482,mokolo,10.7398,13.8019,81.9,14,89,6.8,CM,2025-04-12
483,anaconda,46.1285,-112.9423,44.56,76,99,3.0,US,2025-04-12
484,happy valley-goose bay,53.3168,-60.3315,46.71,29,20,10.36,CA,2025-04-12
485,linfen,36.0889,111.5189,43.77,20,5,10.25,CN,2025-04-13
486,kletskaya,49.3145,43.0584,47.26,48,96,5.64,RU,2025-04-12
487,riscani,47.9572,27.5539,42.87,79,98,3.09,MD,2025-04-12
488,warrenton,-28.114,24.8475,70.5,44,83,6.06,ZA,2025-04-12
489,pedernales,18.0384,-71.744,83.73,71,41,8.93,DO,2025-04-12
490,tomatlan,19.9333,-105.25,87.94,32,2,9.44,MX,2025-04-12
491,suleja,9.1758,7.1808,87.82,17,52,2.3,NG,2025-04-12
492,enewetak,11.3474,162.3373,81.18,80,15,20.4,MH,2025-04-13
493,kaihua,23.3687,104.28,46.89,75,100,7.63,CN,2025-04-13
494,mermoz boabab,14.7065,-17.4758,69.58,83,0,11.5,SN,2025-04-12
495,touros,-5.1989,-35.4608,84.2,74,99,7.65,BR,2025-04-12
496,bardai,11.65,7.2333,80.85,11,27,8.39,NG,2025-04-12
497,howard springs,-12.497,131.047,78.71,100,99,4.68,AU,2025-04-13
498,veraval,20.9,70.3667,77.94,92,6,14.0,IN,2025-04-12
499,tekkali,18.6167,84.2333,84.06,54,100,3.62,IN,2025-04-12
500,victorica,-36.2151,-65.4359,66.07,31,0,15.3,AR,2025-04-12
501,buchanan,5.8808,-10.0467,80.26,83,81,5.91,LR,2025-04-12
502,bontang,0.1333,117.5,79.97,83,35,4.59,ID,2025-04-13
503,taber,49.8167,-112.1518,57.7,29,100,10.11,CA,2025-04-12
504,chelno-vershiny,54.4333,51.1,39.6,81,88,12.06,RU,2025-04-12
505,verkhnevilyuysk,63.4453,120.3167,14.97,90,100,6.06,RU,2025-04-13
506,saint-joseph,-21.3667,55.6167,77.38,84,81,10.31,RE,2025-04-12
507,topolobampo,25.6,-109.05,87.71,23,0,9.22,MX,2025-04-12
508,mana,5.6592,-53.7767,81.36,77,100,10.0,GF,2025-04-12
509,laguna,38.421,-121.4238,70.23,57,0,4.61,US,2025-04-12
510,maceio,-9.6658,-35.7353,85.44,74,75,9.22,BR,2025-04-12
511,kruisfontein,-34.0033,24.7314,63.37,79,63,6.55,ZA,2025-04-12
512,sao jose da coroa grande,-8.8978,-35.1478,82.76,76,95,9.17,BR,2025-04-12
513,mullovka,54.2,49.4,38.75,85,61,9.53,RU,2025-04-12
514,strezhevoy,60.7333,77.5889,19.81,98,37,2.64,RU,2025-04-12
515,knyaze-volkonskoye,48.4642,135.4567,43.14,58,100,7.0,RU,2025-04-13
516,pacific grove,36.6177,-121.9166,59.36,77,40,11.5,US,2025-04-12
517,trincomalee,8.5711,81.2335,81.25,81,26,12.06,LK,2025-04-12
518,bozoum,6.3193,16.3799,79.32,41,77,5.26,CF,2025-04-12
519,waingapu,-9.6567,120.2641,77.32,79,17,5.93,ID,2025-04-13
520,concepcion,-36.827,-73.0498,64.2,45,0,13.8,CL,2025-04-12
521,severo-yeniseyskiy,60.3725,93.0408,44.47,94,100,13.96,RU,2025-04-12
522,mao,39.8885,4.2658,61.36,94,20,3.44,ES,2025-04-12
523,nemuro,43.3236,145.575,36.59,98,100,12.39,JP,2025-04-13
524,altai,46.3722,96.2583,38.25,30,4,3.96,MN,2025-04-12
525,muynoq,43.7683,59.0214,53.89,73,100,7.92,UZ,2025-04-12
526,pavlodar,52.3,76.95,57.78,70,100,14.27,KZ,2025-04-12
527,murghob,38.1702,73.9667,16.95,85,91,5.17,TJ,2025-04-12
528,kalat,29.0225,66.5916,66.34,15,0,5.93,PK,2025-04-12
529,mil'kovo,55.6078,37.7956,36.91,53,100,11.54,RU,2025-04-12
530,brokopondo,4.75,-55.1667,83.12,71,100,8.93,SR,2025-04-12
531,karakol,42.4907,78.3936,45.81,46,18,6.53,KG,2025-04-12
532,the pas,53.8251,-101.2541,44.62,70,75,10.36,CA,2025-04-12
533,mando,10.7167,6.5667,86.92,9,74,8.75,NG,2025-04-12
534,port douglas,-16.4833,145.4667,76.48,90,77,12.15,AU,2025-04-13
535,capao da canoa,-29.7456,-50.0097,79.0,79,100,17.85,BR,2025-04-12
536,vodnyy,63.5046,53.4095,21.79,90,100,16.49,RU,2025-04-12
537,manicore,-5.8092,-61.3003,75.02,98,100,3.65,BR,2025-04-12
538,vorkuta,67.5,64.0,11.71,90,100,12.88,RU,2025-04-12
539,oranjemund,-28.55,16.4333,62.82,82,6,5.68,NA,2025-04-12
540,praia da vitoria,38.7333,-27.0667,61.05,72,40,8.08,PT,2025-04-12
541,ingeniero jacobacci,-41.3427,-69.5448,59.72,31,56,14.63,AR,2025-04-12
542,petrovsk-zabaykal'skiy,51.273,108.843,33.62,99,100,3.62,RU,2025-04-13
543,lagoa formosa,-18.7786,-46.4075,83.41,51,73,1.54,BR,2025-04-12
544,okha,53.5739,142.9478,29.73,97,100,13.11,RU,2025-04-13
545,zaozersk,69.4005,32.4476,7.12,94,19,4.36,RU,2025-04-12
546,windhoek,-22.5594,17.0832,66.42,57,0,1.01,NA,2025-04-12
547,cabedelo,-6.9811,-34.8339,83.07,72,56,7.63,BR,2025-04-12
548,kerikeri,-35.2268,173.9474,56.3,85,18,5.57,NZ,2025-04-13
